Ref	Count	SecCount	SupCount
CM044164.1_RagTag	891630		
CM044165.1_RagTag	938727		
CM044166.1_RagTag	1744729		
CM044167.1_RagTag	1314972		
CM044168.1_RagTag	1783999		
CM044169.1_RagTag	992351		
CM044170.1_RagTag	1034707		
CM044171.1_RagTag	1112918		
CM044172.1_RagTag	642264		
CM044173.1_RagTag	818957		
CM044174.1_RagTag	618898		
CM044175.1_RagTag	1208984		
CM044176.1_RagTag	1320082		
JANAFA010000015.1_RagTag	419		
JANAFA010000017.1_RagTag	133		
JANAFA010000019.1_RagTag	617		
JANAFA010000035.1_RagTag	2546		
JANAFA010000038.1_RagTag	3312		
JANAFA010000040.1_RagTag	1825		
JANAFA010000049.1_RagTag	5518		
JANAFA010000051.1_RagTag	2751		
JANAFA010000054.1_RagTag	1062		
JANAFA010000058.1_RagTag	17524		
JANAFA010000062.1_RagTag	301		
JANAFA010000070.1_RagTag	728		
JANAFA010000080.1_RagTag	362		
JANAFA010000083.1_RagTag	41		
JANAFA010000087.1_RagTag	57		
JANAFA010000089.1_RagTag	1657		
JANAFA010000093.1_RagTag	80		
JANAFA010000094.1_RagTag	528		
JANAFA010000099.1_RagTag	43		
JANAFA010000102.1_RagTag	239		
JANAFA010000114.1_RagTag	565		
JANAFA010000123.1_RagTag	443		
JANAFA010000124.1_RagTag	30		
JANAFA010000129.1_RagTag	446		
JANAFA010000133.1_RagTag	400		
JANAFA010000136.1_RagTag	246		
JANAFA010000170.1_RagTag	70		
JANAFA010000177.1_RagTag	222		
JANAFA010000184.1_RagTag	1256		
JANAFA010000191.1_RagTag	392		
JANAFA010000201.1_RagTag	1024		
JANAFA010000210.1_RagTag	208		
JANAFA010000211.1_RagTag	471		
JANAFA010000216.1_RagTag	543		
JANAFA010000222.1_RagTag	1878		
JANAFA010000224.1_RagTag	149		
JANAFA010000249.1_RagTag	72		
JANAFA010000279.1_RagTag	116632		
JANAFA010000295.1_RagTag	25		
JANAFA010000303.1_RagTag	667		
JANAFA010000327.1_RagTag	148		
JANAFA010000339.1_RagTag	310		
JANAFA010000346.1_RagTag	148633		
JANAFA010000348.1_RagTag	10		
JANAFA010000357.1_RagTag	276		
JANAFA010000449.1_RagTag	1217		
JANAFA010000458.1_RagTag	100		
JANAFA010000474.1_RagTag	106		
ptg000005l	30052		
ptg000007l	29935		
ptg000011l	25487		
ptg000014l	8414		
ptg000015l	113		
ptg000026l	4449		
ptg000027l	71		
ptg000028l	3414		
ptg000048l	103468		
ptg000054l	4734		
ptg000062l	68373		
ptg000064l	3528		
ptg000067l	576		
ptg000072l	25861		
ptg000082l	63		
ptg000083l	59162		
ptg000086l	118		
ptg000092l	4594		
ptg000093l	48207		
ptg000098l	982		
ptg000103l	12554		
ptg000104l	40850		
ptg000108l	26491		
ptg000133l	198		
ptg000141l	60179		
ptg000146l	35		
ptg000151l	29319		
ptg000153l	54		
ptg000155l	378		
ptg000159l	1506		
ptg000162l	5247		
ptg000164l	2992		
ptg000165l	12509		
ptg000166l	2039		
ptg000170l	168		
ptg000173l	18339		
ptg000175l	61446		
ptg000176l	4524		
ptg000182l	1225		
ptg000184l	50275		
ptg000187l	21		
ptg000197l	5786		
ptg000198l	9		
ptg000199l	14755		
ptg000200l	3596		
ptg000202l	7470		
ptg000203l	65		
ptg000206l	14		
ptg000210l	4278		
ptg000212l	22863		
ptg000215l	73301		
ptg000216l	105		
ptg000217l	2		
ptg000219l	1		
ptg000220l	9380		
ptg000233l	23		
ptg000235l	6		
ptg000241l	10651		
ptg000248l	4801		
ptg000250l	12779		
ptg000253l	1156		
ptg000255l	887		
ptg000256l	235		
ptg000259l	86		
ptg000260l	619		
ptg000262l	1506		
ptg000266l	11914		
