Ref	Count	SecCount	SupCount
CM044164.1_RagTag	534085		
CM044165.1_RagTag	545336		
CM044166.1_RagTag	1072626		
CM044167.1_RagTag	598718		
CM044168.1_RagTag	1502074		
CM044169.1_RagTag	567734		
CM044170.1_RagTag	533415		
CM044171.1_RagTag	651426		
CM044172.1_RagTag	398644		
CM044173.1_RagTag	464913		
CM044174.1_RagTag	270514		
CM044175.1_RagTag	643083		
CM044176.1_RagTag	808380		
JANAFA010000019.1_RagTag	7		
JANAFA010000035.1_RagTag	97		
JANAFA010000038.1_RagTag	188		
JANAFA010000040.1_RagTag	489		
JANAFA010000049.1_RagTag	1840		
JANAFA010000051.1_RagTag	592		
JANAFA010000054.1_RagTag	200		
JANAFA010000058.1_RagTag	12003		
JANAFA010000062.1_RagTag	2		
JANAFA010000080.1_RagTag	94		
JANAFA010000083.1_RagTag	33		
JANAFA010000087.1_RagTag	38		
JANAFA010000089.1_RagTag	184		
JANAFA010000094.1_RagTag	29		
JANAFA010000099.1_RagTag	34		
JANAFA010000102.1_RagTag	57		
JANAFA010000114.1_RagTag	492		
JANAFA010000123.1_RagTag	16		
JANAFA010000124.1_RagTag	2		
JANAFA010000129.1_RagTag	50		
JANAFA010000133.1_RagTag	290		
JANAFA010000136.1_RagTag	14		
JANAFA010000177.1_RagTag	176		
JANAFA010000184.1_RagTag	1284		
JANAFA010000191.1_RagTag	14		
JANAFA010000201.1_RagTag	37		
JANAFA010000210.1_RagTag	29		
JANAFA010000211.1_RagTag	55		
JANAFA010000216.1_RagTag	242		
JANAFA010000222.1_RagTag	104		
JANAFA010000224.1_RagTag	6		
JANAFA010000249.1_RagTag	26		
JANAFA010000279.1_RagTag	117269		
JANAFA010000295.1_RagTag	8		
JANAFA010000303.1_RagTag	24		
JANAFA010000327.1_RagTag	5		
JANAFA010000339.1_RagTag	7		
JANAFA010000346.1_RagTag	119671		
JANAFA010000348.1_RagTag	29		
JANAFA010000357.1_RagTag	166		
JANAFA010000449.1_RagTag	85		
JANAFA010000474.1_RagTag	6		
ptg000005l	25683		
ptg000007l	22998		
ptg000011l	3694		
ptg000014l	4451		
ptg000015l	21		
ptg000026l	1621		
ptg000027l	48		
ptg000028l	215		
ptg000048l	53387		
ptg000054l	989		
ptg000062l	38085		
ptg000064l	652		
ptg000067l	9		
ptg000072l	13485		
ptg000083l	28961		
ptg000092l	342		
ptg000093l	11724		
ptg000098l	138		
ptg000103l	7728		
ptg000104l	6541		
ptg000108l	5780		
ptg000133l	2		
ptg000141l	22800		
ptg000151l	4826		
ptg000155l	111		
ptg000159l	29		
ptg000162l	3549		
ptg000164l	1316		
ptg000165l	5702		
ptg000166l	1903		
ptg000170l	11		
ptg000173l	11191		
ptg000175l	29932		
ptg000176l	901		
ptg000182l	178		
ptg000184l	9960		
ptg000197l	4969		
ptg000198l	64		
ptg000199l	1383		
ptg000200l	213		
ptg000202l	1506		
ptg000206l	6		
ptg000210l	722		
ptg000212l	12262		
ptg000215l	44424		
ptg000217l	35		
ptg000220l	6998		
ptg000233l	25		
ptg000235l	6		
ptg000241l	2477		
ptg000248l	282		
ptg000250l	2293		
ptg000253l	513		
ptg000255l	72		
ptg000256l	121		
ptg000260l	289		
ptg000262l	1164		
ptg000266l	16214		
ptg000270l	34		
ptg000284l	2		
ptg000286l	737		
ptg000289l	9		
ptg000290l	13455		
ptg000291l	2593		
ptg000292l	40135		
ptg000301l	25895		
ptg000305l	3863		
ptg000317l	10862		
ptg000319l	3998		
ptg000320l	2		
ptg000323l	11207		
ptg000324l	966		
ptg000325l	2590		
ptg000330l	4		
ptg000340l	1789		
ptg000350l	3155		
ptg000351l	23		
ptg000357l	18		
ptg000358l	4		
ptg000361l	20		
ptg000365l	46		
ptg000367l	34		
ptg000372l	5394		
ptg000374l	695		
ptg000378l	1716		
ptg000380l	2		
ptg000386l	2681		
ptg000390l	5		
ptg000393l	4		
ptg000394l	6218		
ptg000398l	1365		
ptg000401l	54		
ptg000403l	5190		
ptg000406l	2258		
ptg000411l	5665		
ptg000421l	1475		
ptg000423l	2		
ptg000424l	1098		
ptg000429l	6		
ptg000435l	22		
ptg000436l	154		
ptg000437l	214		
ptg000438l	5843		
ptg000439l	12025		
ptg000444l	5367		
ptg000448c	1064		
ptg000449l	1208		
ptg000450l	136		
ptg000452l	8615		
ptg000454l	5220		
ptg000456l	535		
ptg000463l	13		
ptg000469l	26		
ptg000470l	10108		
ptg000471l	8551		
ptg000472l	86		
ptg000477l	854		
ptg000478l	17841		
ptg000480l	25		
ptg000482l	2		
ptg000484l	5126		
ptg000485l	69		
ptg000486l	80155		
ptg000487l	4		
ptg000488l	471		
ptg000491l	28		
ptg000493l	2453		
ptg000494l	615		
ptg000497l	11104		
ptg000498l	9384		
