Ref	Count	SecCount	SupCount
CM044164.1_RagTag	1847403		
CM044165.1_RagTag	2009557		
CM044166.1_RagTag	3721831		
CM044167.1_RagTag	2644510		
CM044168.1_RagTag	3864948		
CM044169.1_RagTag	2128786		
CM044170.1_RagTag	2140369		
CM044171.1_RagTag	2244973		
CM044172.1_RagTag	1228513		
CM044173.1_RagTag	1666974		
CM044174.1_RagTag	1309990		
CM044175.1_RagTag	2517730		
CM044176.1_RagTag	2762370		
JANAFA010000015.1_RagTag	940		
JANAFA010000017.1_RagTag	283		
JANAFA010000019.1_RagTag	979		
JANAFA010000035.1_RagTag	4543		
JANAFA010000038.1_RagTag	8653		
JANAFA010000040.1_RagTag	5272		
JANAFA010000049.1_RagTag	20721		
JANAFA010000051.1_RagTag	8417		
JANAFA010000054.1_RagTag	2526		
JANAFA010000058.1_RagTag	34649		
JANAFA010000062.1_RagTag	382		
JANAFA010000070.1_RagTag	1075		
JANAFA010000080.1_RagTag	1439		
JANAFA010000083.1_RagTag	123		
JANAFA010000087.1_RagTag	107		
JANAFA010000089.1_RagTag	3394		
JANAFA010000093.1_RagTag	249		
JANAFA010000094.1_RagTag	1577		
JANAFA010000099.1_RagTag	122		
JANAFA010000102.1_RagTag	758		
JANAFA010000114.1_RagTag	1851		
JANAFA010000123.1_RagTag	1035		
JANAFA010000124.1_RagTag	73		
JANAFA010000129.1_RagTag	656		
JANAFA010000133.1_RagTag	1033		
JANAFA010000136.1_RagTag	524		
JANAFA010000170.1_RagTag	211		
JANAFA010000177.1_RagTag	592		
JANAFA010000184.1_RagTag	2036		
JANAFA010000191.1_RagTag	710		
JANAFA010000201.1_RagTag	1894		
JANAFA010000210.1_RagTag	307		
JANAFA010000211.1_RagTag	1070		
JANAFA010000216.1_RagTag	5306		
JANAFA010000222.1_RagTag	4817		
JANAFA010000224.1_RagTag	290		
JANAFA010000249.1_RagTag	228		
JANAFA010000279.1_RagTag	292748		
JANAFA010000295.1_RagTag	182		
JANAFA010000303.1_RagTag	771		
JANAFA010000327.1_RagTag	878		
JANAFA010000339.1_RagTag	434		
JANAFA010000346.1_RagTag	271203		
JANAFA010000348.1_RagTag	50		
JANAFA010000357.1_RagTag	1387		
JANAFA010000449.1_RagTag	130		
JANAFA010000458.1_RagTag	218		
JANAFA010000474.1_RagTag	142		
ptg000005l	56892		
ptg000007l	56934		
ptg000011l	50660		
ptg000014l	21251		
ptg000015l	470		
ptg000026l	7074		
ptg000027l	260		
ptg000028l	3491		
ptg000048l	303199		
ptg000054l	7296		
ptg000062l	143397		
ptg000064l	7385		
ptg000067l	1269		
ptg000072l	44433		
ptg000082l	236		
ptg000083l	114388		
ptg000086l	257		
ptg000092l	7541		
ptg000093l	94038		
ptg000098l	3513		
ptg000103l	24990		
ptg000104l	101378		
ptg000108l	44917		
ptg000133l	458		
ptg000141l	132925		
ptg000146l	128		
ptg000151l	57866		
ptg000153l	122		
ptg000155l	2364		
ptg000159l	2511		
ptg000162l	14453		
ptg000164l	5231		
ptg000165l	29536		
ptg000166l	4052		
ptg000170l	378		
ptg000173l	31443		
ptg000175l	105693		
ptg000176l	6992		
ptg000182l	1650		
ptg000184l	106397		
ptg000187l	31		
ptg000197l	14645		
ptg000199l	27425		
ptg000200l	5114		
ptg000202l	16684		
ptg000203l	98		
ptg000206l	40		
ptg000210l	9388		
ptg000212l	49474		
ptg000215l	142763		
ptg000216l	247		
ptg000217l	1		
ptg000219l	17		
ptg000220l	18318		
ptg000233l	74		
ptg000235l	17		
ptg000241l	23142		
ptg000248l	9398		
ptg000250l	26974		
ptg000253l	2186		
ptg000255l	2312		
ptg000256l	460		
ptg000259l	336		
ptg000260l	1612		
ptg000262l	3884		
ptg000266l	37754		
ptg000270l	294		
ptg000273l	82		
ptg000284l	199		
ptg000286l	3100		
ptg000289l	1488		
ptg000290l	173932		
ptg000291l	37690		
ptg000292l	53546		
ptg000301l	134812		
ptg000305l	18133		
ptg000317l	149569		
ptg000319l	13537		
ptg000320l	38		
ptg000323l	25235		
ptg000324l	8806		
ptg000325l	28141		
ptg000327l	63		
ptg000330l	169		
ptg000340l	9092		
ptg000349l	91		
ptg000350l	5633		
ptg000351l	608		
ptg000355l	88		
ptg000357l	711		
ptg000358l	307		
ptg000361l	688		
ptg000365l	2195		
ptg000367l	270		
ptg000371l	140		
ptg000372l	20635		
ptg000374l	9828		
ptg000378l	7200		
ptg000380l	298		
ptg000386l	37270		
ptg000389l	66		
ptg000390l	352		
ptg000393l	1451		
ptg000394l	62199		
ptg000398l	15865		
ptg000401l	247		
ptg000403l	62844		
ptg000406l	41188		
ptg000411l	14000		
ptg000418l	71		
ptg000421l	5285		
ptg000423l	260		
ptg000424l	8326		
ptg000429l	1335		
ptg000435l	304		
ptg000436l	27		
ptg000437l	2102		
ptg000438l	109772		
ptg000439l	59969		
ptg000442l	812		
ptg000444l	88889		
ptg000446l	101		
ptg000448c	56		
ptg000449l	11453		
ptg000450l	2142		
ptg000452l	48492		
ptg000454l	15938		
ptg000456l	2855		
ptg000457l	241		
ptg000463l	613		
ptg000470l	26128		
ptg000471l	107567		
ptg000477l	7709		
ptg000478l	46674		
ptg000480l	313		
ptg000482l	259		
ptg000484l	11543		
ptg000486l	193085		
ptg000487l	1355		
ptg000488l	3192		
ptg000491l	24		
ptg000493l	16067		
ptg000494l	4491		
ptg000497l	28636		
ptg000498l	88117		
ptg000499l	19918		
ptg000500l	122		
ptg000505l	244		
ptg000506l	6425		
ptg000510l	37		
ptg000513l	4		
ptg000515l	37		
ptg000517l	72		
ptg000518l	943		
ptg000521l	52		
ptg000522l	59		
ptg000523l	739		
ptg000524l	29		
ptg000530l	22748		
ptg000532l	38803		
ptg000533l	465		
ptg000534l	1110		
ptg000535l	59		
ptg000537l	20035		
ptg000538l	894		
ptg000541l	14457		
ptg000546l	1519		
ptg000551l	2594		
ptg000554l	176		
ptg000556l	2401		
ptg000559l	1511		
ptg000564l	27693		
ptg000567l	15145		
ptg000571l	28		
ptg000572l	21		
ptg000575l	10163		
ptg000578l	49		
ptg000582l	13785		
ptg000584l	66		
ptg000590l	83		
ptg000593l	2373		
ptg000598l	6999		
ptg000599l	84196		
ptg000604l	5834		
ptg000606l	1283		
ptg000612l	2968		
ptg000614l	8833		
ptg000618l	15		
ptg000621l	141		
ptg000622l	1491		
ptg000623l	9		
ptg000625l	42897		
ptg000626l	140		
ptg000630l	3442		
ptg000633l	85		
ptg000635l	25900		
ptg000639l	194		
ptg000640l	3894		
ptg000642l	158		
ptg000644l	206		
ptg000649l	400		
ptg000651l	49239		
ptg000654l	91		
ptg000657l	7538		
ptg000658l	9905		
ptg000662l	21		
ptg000663l	1521		
ptg000665l	57757		
ptg000666l	19951		
ptg000668l	1225		
ptg000669l	1052		
ptg000671l	49		
ptg000675l	2744		
ptg000676l	630		
ptg000681l	7826		
ptg000683l	8455		
ptg000684l	892		
ptg000686l	2995		
ptg000689l	985		
ptg000693l	2352		
ptg000696l	76290		
ptg000699l	12		
ptg000700l	99		
ptg000703l	65136		
ptg000705l	5027		
ptg000706l	968		
ptg000713l	1801		
ptg000714l	1571		
ptg000726l	3866		
ptg000727l	99		
ptg000731l	1780		
ptg000732l	69		
ptg000734l	970		
ptg000739l	1803		
ptg000744l	1128		
ptg000745l	4		
ptg000748l	696		
ptg000749l	207		
ptg000752l	567		
ptg000753l	11505		
ptg000759l	7491		
ptg000760l	31		
ptg000761l	183		
ptg000762l	98		
ptg000765l	4918		
ptg000766l	374		
ptg000772l	188		
ptg000773l	4226		
ptg000774l	1838		
ptg000775l	50849		
ptg000777l	26285		
ptg000779l	95		
ptg000780l	99		
ptg000781l	1916		
ptg000784l	2854		
ptg000787l	40403		
ptg000790l	1487		
ptg000791l	732		
ptg000793l	278		
ptg000795l	178		
ptg000796l	31947		
ptg000800l	402		
ptg000803l	41934		
ptg000804l	10818		
ptg000807l	40		
ptg000808l	1143		
ptg000813l	8635		
ptg000814l	903		
ptg000818l	992		
ptg000823l	143		
ptg000826l	1		
ptg000828l	10		
ptg000832l	244		
ptg000834l	10506		
ptg000835l	2		
ptg000843l	170		
ptg000844l	117		
ptg000847l	1497		
ptg000849l	205		
ptg000855l	1		
ptg000856l	62		
ptg000858l	185		
ptg000859l	187		
ptg000861l	1		
ptg000864l	3352		
ptg000870l	4409		
ptg000872l	401		
ptg000873l	2101		
ptg000874l	4		
ptg000875l	10827		
ptg000878l	64		
ptg000880l	4505		
ptg000881l	323		
ptg000882l	2385		
ptg000886l	33		
ptg000891l	11337		
ptg000893l	149		
ptg000898l	5183		
ptg000900l	9509		
ptg000906l	179		
ptg000907l	188		
ptg000908l	310		
ptg000911l	44		
ptg000912l	148		
ptg000914l	5221		
ptg000918l	35559		
ptg000919l	32		
ptg000921l	5127		
ptg000928l	9923		
ptg000929l	2		
ptg000930l	303		
ptg000931l	202		
ptg000934l	548		
ptg000935l	2815		
ptg000936l	19		
ptg000938l	10		
ptg000941l	32		
ptg000942l	12722		
ptg000943l	5106		
ptg000944l	22		
ptg000945l	672		
ptg000946l	11416		
ptg000947l	1990		
ptg000950l	1		
ptg000953l	1495		
ptg000954l	36		
ptg000956l	574		
ptg000958l	3370		
ptg000959l	41		
ptg000960l	1292		
ptg000962l	325		
ptg000965l	5288		
ptg000966l	61		
ptg000967l	591		
ptg000969l	1020		
ptg000975l	2		
ptg000978l	1268		
ptg000980l	4		
ptg000985l	88		
ptg000986l	2388		
ptg000987l	7661		
ptg000988l	145		
ptg000989l	337923		
ptg000991l	1178		
ptg000996l	13118		
ptg001003l	276		
ptg001005l	180		
ptg001006l	3863		
ptg001009l	2		
ptg001011l	3416		
ptg001012l	130567		
ptg001013l	196		
ptg001016l	743		
ptg001017l	2371		
ptg001018l	4943		
ptg001022l	1130		
ptg001023l	93		
ptg001024l	6532		
ptg001027l	38		
ptg001028l	603		
ptg001029l	67		
ptg001033l	1798		
ptg001036l	8		
ptg001038l	3		
ptg001041l	542		
ptg001042l	138504		
ptg001043l	52910		
ptg001048l	195		
ptg001049l	1		
ptg001052l	2297		
ptg001054l	517		
ptg001055l	934		
ptg001057l	34		
ptg001058l	1061		
ptg001060l	423		
ptg001062l	1		
